case_id,detective_name,rank,season,episode,crime_type,borough,case_status,arrests_made,cases_solved,hours_worked,annual_salary_usd,perpetrator_age,nine_nine_quote,date_clean
99-2000,"Norm Scully",Detective,4,S04E14,ASSAULT,"STATEN  ISLAND",DISMISSED,21,63,77.3,109089,25,"Title of your sex tape",2018-01-24
990017,"Rosa Diaz",Detective,2,S02E21,FRAUD,"STATEN  ISLAND",CLOSED,7,10,78.4,0,37,,2013-09-21
990038,"Terry Jeffords",Sergeant,2,S02E03,FRAUD,BROOKLYN,CLOSED,17,47,30.4,NULL,47,,2020-09-23
990052,"Terry Jeffords",Sergeant,1,S01E19,"GRAND LARCENY",BRONX,"COLD CASE",25,30,63.5,93092,65,,2015-03-11
990061,"Amy Santiago",Detective,6,S06E11,FRAUD,BRONX,OPEN,19,89,23.4,94744,54,,2013-06-16
990081,"Jake Peralta",Detective,4,S04E23,VANDALISME,BRONX,DISMISSED,45,9,33.4,61218,37,Noice,2014-08-18
990120,"Rosa Diaz",Detective,6,S06E16,ARSON,"STATEN  ISLAND",DISMISSED,5,63,38.7,NULL,59,"The squad has arrived",NULL
990122,"Gina Linetti",Administrator,3,S03E06,"DRUG POSSESSION",QUEENS,"UNDER INVESTIGATION",8,92,72.4,68988,23,,2018-08-20
990155,"Rosa Diaz",Detective,6,S06E09,VANDALISM,BROOKLYN,DISMISSED,44,45,40.7,96862,23,,2020-02-14
990164,"Terry Jeffords",Sergeant,2,S02E14,BURGLARY,QUEENS,OPEN,36,11,39.7,NULL,41,,2021-07-08
990210,"Charles Boyle",Detective,6,S06E13,"DRUG POSESSION",MANHATTAN,CLOSED,9,21,53.8,101602,22,Noice,2013-07-05
990215,NULL,Detective,2,S02E14,STALKING,QUEENS,CLOSED,24,29,68.2,NULL,54,"Title of your sex tape",2013-09-02
990247,"Amy Santiago",Detective,7,S07E16,VANDALISM,QUEENS,CLOSED,4,33,20.2,NULL,26,,2021-10-07
990251,"Raymond Holt",Captain,6,S06E06,"GRAND LARCENY",MANHATTAN,DISMISSED,27,55,24.2,96835,53,,2014-09-12
990321,"Terry Jeffords",Sergeant,3,S03E13,BURGLARY,QUEENS,"COLD CASE",40,35,71,NULL,36,"Title of your sex tape",NULL
990355,NULL,Detective,1,S01E16,MURDER,"STATEN  ISLAND",DISMISSED,28,61,69.6,NULL,71,,2021-05-07
990359,"Amy Santiago",Detective,1,S01E10,MURDER,QUEENS,"UNDER INVESTIGATION",22,52,27.4,66174,49,"The squad has arrived",2021-11-14
990443,"Gina Linetti",Administrator,7,S07E21,BURGLARY,"STATEN  ISLAND",OPEN,7,66,65.4,58224,42,,2014-09-26
990534,NULL,Detective,7,S07E11,ROBBERY,BROOKLYN,ONGOING,17,71,62.1,NULL,16,,2019-02-14
990566,"Terry Jeffords",Sergeant,2,S02E11,BURGLERY,"STATEN  ISLAND",DISMISSED,48,19,45.8,104184,65,"I am a human person",2018-01-04
990619,"Gina Linetti",Administrator,8,S08E09,"DRUG  POSSESSION",MANHATTAN,"COLD CASE",38,12,74.5,59260,49,"The squad has arrived",2016-02-07
990666,"Terry Jeffords",Sergeant,1,S01E10,ARSON,MANHATTAN,"IN PROGRESS",9,96,56.4,55784,42,,NULL
990727,"Michael Hitchcock",Administrator,7,S07E16,FRAUD,MANHATTAN,OPEN,0,70,57.2,78930,18,,2019-09-09
990730,NULL,Detective,6,S06E07,FRAUD,MANHATTAN,DISMISSED,49,36,38.7,56616,36,,2019-06-01
990755,"Gina Linetti",Administrator,4,S04E14,MURDER,"STATEN  ISLAND","UNDER INVESTIGATION",15,72,70,NULL,50,,2016-01-09
990772,"Jake Peralta",Detective,6,S06E19,ARSON,BROOKLYN,"COLD CASE",43,89,78.7,88840,27,"Cool cool cool cool cool",2018-07-30
990790,"Michael Hitchcock",Sergeant,7,S07E09,STALKING,BRONX,"UNDER INVESTIGATION",16,44,71.8,NULL,41,"Cool cool cool cool cool",2019-12-17
990806,"Raymond Holt",Captain,1,S01E16,ARSON,BROOKLYN,"UNDER INVESTIGATION",30,28,57.3,0,72,,2021-02-07
990847,"Terry Jeffords",Sergeant,5,S05E10,"GRAND LARCENY","STATEN  ISLAND","COLD CASE",11,7,36.7,102787,40,,2018-07-05
990855,NULL,Detective,8,S08E22,BURGLARY,"STATEN  ISLAND",OPEN,0,30,71.5,118347,50,,2013-06-27
990889,"Raymond Holt",Captain,5,S05E18,"GRAND LARCENY",MANHATTAN,OPEN,1,83,67.3,85541,41,,2014-11-05
990890,"Jake Peralta",Detective,8,S08E10,FRAUD,BROOKLYN,"COLD CASE",35,26,47.3,87189,25,,2014-10-07
990916,"Amy Santiago",Detective,1,S01E11,STALKING,BRONX,"COLD CASE",33,93,63.4,NULL,47,,2016-04-19
990932,"Rosa Diaz",Detective,8,S08E11,ASSAULT,"STATEN  ISLAND","IN PROGRESS",49,2,76.3,0,20,"Halloween Heist Champion",2017-04-04
990942,"Amy Santiago",Detective,2,S02E16,MURDER,BRONX,"UNDER INVESTIGATION",27,86,68.9,58326,20,,2019-05-12
990968,NULL,NULL,7,S07E23,FRAUD,BROOKLYN,CLOSED,15,37,71.7,108615,25,,2014-07-11
990972,"Amy Santiago",Detective,1,S01E22,BURGLARY,BROOKLYN,"COLD CASE",0,41,75.5,NULL,69,,2021-08-21
990982,"Jake Peralta",Detective,8,S08E03,VANDALISM,BRONX,"UNDER INVESTIGATION",10,2,55.5,82737,21,,2014-02-19
990996,"Jake Peralta",Detective,4,S04E02,FRAUD,BROOKLYN,CLOSED,31,42,64.4,84646,31,Nine-Nine!,2016-12-20
990998,"Michael Hitchcock",Sergeant,4,S04E23,VANDALISME,QUEENS,CLOSED,22,100,36.3,85636,49,,2015-05-17
991032,"Rosa Diaz",Detective,3,S03E07,BURGLARY,MANHATTAN,OPEN,32,78,78.7,101294,54,"Get that bread",2015-04-02
991063,"Terry Jeffords",Sergeant,1,S01E22,STALKING,BRONX,CLOSED,45,5,49.4,62161,67,,2020-03-11
991064,"Charles Boyle",Detective,5,S05E06,BURGLERY,BRONX,ONGOING,39,39,37.1,85421,62,"Halloween Heist Champion",NULL
991072,"Amy Santiago",Detective,8,S08E10,VANDALISME,MANHATTAN,ONGOING,32,18,52.3,74262,34,,2015-10-10
991078,"Amy Santiago",Detective,8,S08E19,STALKING,BRONX,CLOSED,13,95,77.3,100015,35,,2017-11-20
991085,NULL,Detective,8,S08E19,"DRUG POSESSION",BROOKLYN,"UNDER INVESTIGATION",23,88,75.9,105831,53,,2018-03-30
991127,"Terry Jeffords",Sergeant,8,S08E19,BURGLARY,BRONX,DISMISSED,18,57,79.3,NULL,36,,2020-09-09
991152,"Gina Linetti",Administrator,7,S07E01,FRAUD,BROOKLYN,DISMISSED,2,86,46.8,81363,64,"Get that bread",2018-10-29
991162,"Terry Jeffords",Sergeant,6,S06E13,ARSON,BRONX,DISMISSED,33,68,52.6,NULL,54,,2014-09-12
991163,NULL,Detective,7,S07E10,MURDER,BRONX,DISMISSED,42,41,77.8,83933,55,,NULL
991173,"Jake Peralta",Detective,8,S08E02,BURGLERY,"STATEN  ISLAND",OPEN,4,47,24.3,55640,17,,2020-07-21
991205,"Gina Linetti",Administrator,7,S07E12,FRAUD,QUEENS,OPEN,24,24,56.9,61476,44,,NULL
991207,"Jake Peralta",Detective,3,S03E13,"DRUG POSSESSION",BRONX,CLOSED,44,18,37.5,70158,57,"I want to go to there",2015-08-03
991225,"Rosa Diaz",Detective,5,S05E22,"GRAND LARCENY","STATEN  ISLAND",CLOSED,42,6,21.4,111846,16,,2016-08-29
991271,NULL,Detective,1,S01E14,STALKING,QUEENS,"IN PROGRESS",7,10,45.8,NULL,34,"Cool cool cool cool cool",2015-11-08
991332,"Amy Santiago",Detective,6,S06E06,ARSON,BROOKLYN,OPEN,34,9,63.6,98470,47,,2016-01-09
991350,"Jake Peralta",Detective,3,S03E21,STALKING,QUEENS,"IN PROGRESS",16,77,50.8,NULL,59,Bingpot!,2017-10-12
991357,NULL,Detective,6,S06E12,"DRUG  POSSESSION",QUEENS,"IN PROGRESS",30,17,70.5,NULL,53,,2013-08-27
991360,"Norm Scully",Detective,4,S04E09,ROBBERY,"STATEN  ISLAND",DISMISSED,38,62,54.1,100444,38,,2014-05-06
991390,"Norm Scully",Detective,8,S08E02,VANDALISME,"STATEN  ISLAND",CLOSED,32,27,24,NULL,23,,2015-03-19
991406,NULL,Detective,7,S07E03,ROBBERY,QUEENS,CLOSED,41,40,62.4,NULL,27,,2014-05-06
991456,"Jake Peralta",Detective,2,S02E12,"DRUG POSESSION",QUEENS,OPEN,7,12,79,103253,24,,2019-11-02
991458,NULL,Detective,7,S07E18,BURGLERY,QUEENS,DISMISSED,18,3,54.9,80005,41,,2014-05-11
991462,"Raymond Holt",Captain,5,S05E21,ASSAULT,MANHATTAN,"COLD CASE",41,80,62.5,113962,54,,2016-11-07
991472,"Terry Jeffords",Sergeant,3,S03E05,ROBBERY,"STATEN  ISLAND",DISMISSED,44,23,39.5,55545,71,"I am a human person",2020-02-08
991495,"Gina Linetti",Administrator,4,S04E19,BURGLARY,BROOKLYN,CLOSED,49,97,47,NULL,45,,2018-06-07
991565,"Raymond Holt",Captain,4,S04E05,"DRUG POSSESSION","STATEN  ISLAND",DISMISSED,26,53,41.5,NULL,22,,2013-05-27
991594,"Gina Linetti",Administrator,8,S08E17,VANDALISM,BROOKLYN,OPEN,49,83,60.5,55731,71,,NULL
991638,"Terry Jeffords",Sergeant,7,S07E06,FRAUD,"STATEN  ISLAND","COLD CASE",2,29,38.3,109801,20,Noice,2014-12-19
991666,"Norm Scully",Detective,7,S07E08,ROBERRY,"STATEN  ISLAND","UNDER INVESTIGATION",28,56,74.3,65411,24,Noice,2017-01-08
991934,"Raymond Holt",Captain,8,S08E21,"GRAND LARCENY",MANHATTAN,DISMISSED,12,79,61.3,100259,72,,2021-07-10
991956,"Michael Hitchcock",Captain,3,S03E04,FRAUD,BROOKLYN,"UNDER INVESTIGATION",3,71,78.8,77708,48,,2017-11-03
991961,"Terry Jeffords",Sergeant,7,S07E14,VANDALISM,BROOKLYN,ONGOING,48,11,51.8,0,29,,NULL
